Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Multiplatform
5308,Crazy Climber,2600,1981,Action,Atari,0.21,0.01,0,0,0.22,0
5309,Super Adventure Island,SNES,1992,Platform,Hudson Soft,0,0,0.22,0,0.22,0
5310,Bust-A-Move 4,PS,1998,Puzzle,Acclaim Entertainment,0.12,0.08,0,0.01,0.22,0
5311,Duel Masters: Kaijudo Showdown,GBA,2004,Misc,Atari,0.16,0.06,0,0,0.22,0
5312,Herdy Gerdy,PS2,2002,Adventure,Eidos Interactive,0.11,0.08,0,0.03,0.22,0
5313,Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,1995,Sports,Sega,0,0,0.22,0,0.22,0
5314,Sailor Moon,SNES,1993,Action,Namco Bandai Games,0,0,0.22,0,0.22,0
5315,Naruto: Ninja Council,GBA,2003,Action,Tomy Corporation,0.16,0.06,0,0,0.22,0
5316,Disney's Magical Quest Starring Mickey and Minnie,GBA,2002,Action,Nintendo,0.16,0.06,0,0,0.22,0
5317,Rugby 2004,PS2,2003,Sports,Electronic Arts,0.11,0.08,0,0.03,0.22,0
5318,Shin Megami Tensei x Fire Emblem,WiiU,2015,Role-Playing,Nintendo,0.1,0.04,0.06,0.01,0.22,0
5319,NHL Championship 2000,PS,1998,Sports,Fox Interactive,0.12,0.08,0,0.01,0.22,0
5320,Growlanser: Heritage of War,PS2,2006,Role-Playing,Rising Star Games,0.11,0.08,0,0.03,0.22,0
5321,Full Auto,X360,2006,Shooter,Sega,0.19,0.01,0,0.02,0.22,0
5322,Kirby's Star Stacker,GB,1997,Puzzle,Nintendo,0,0,0.22,0,0.22,0
5323,Ms. Pac-Man: Maze Madness,N64,2000,Puzzle,Namco Bandai Games,0.18,0.04,0,0,0.22,0
5324,Tamagotchi no KiraKira Omisecchi,DS,2008,Misc,Namco Bandai Games,0,0,0.22,0,0.22,0
5325,Tales of Graces,Wii,2009,Role-Playing,Namco Bandai Games,0,0,0.22,0,0.22,0
5326,Shellshock: Nam '67,XB,2004,Shooter,Eidos Interactive,0.16,0.05,0,0.01,0.22,0
5327,Age of Empires: Mythologies,DS,2008,Strategy,THQ,0.17,0.03,0,0.02,0.22,0
5328,Kartia: The Word of Fate,PS,1998,Strategy,Konami Digital Entertainment,0.05,0.03,0.12,0.01,0.22,0
5329,Infinite Space,DS,2009,Role-Playing,Sega,0.07,0.06,0.07,0.01,0.22,0
5330,NBA Live 09 All-Play,Wii,2008,Sports,Electronic Arts,0.19,0.01,0,0.02,0.22,0
5331,Capcom vs. SNK,DC,2000,Fighting,Virgin Interactive,0,0,0.22,0,0.22,0
5332,Jewel Quest: Expeditions,DS,2007,Puzzle,Avanquest,0.03,0.18,0,0.01,0.22,0
5333,Spirit Camera: The Cursed Memoir,3DS,2012,Adventure,Nintendo,0.12,0.02,0.06,0.01,0.22,0
5334,Shin Megami Tensei: Persona,PSP,2009,Role-Playing,Atlus,0.08,0,0.13,0.01,0.22,0
5335,Over G Fighters,X360,2006,Simulation,Ubisoft,0.19,0.01,0,0.02,0.22,0
5336,DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,DS,2007,Adventure,Tecmo Koei,0,0,0.22,0,0.22,0
5337,NBA Jam Extreme,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0,0.01,0.22,0
5338,Summer Athletics: The Ultimate Challenge (Others sales),Wii,2008,Sports,DTP Entertainment,0,0.2,0,0.01,0.22,0
5339,Magna Carta: Tears of Blood,PS2,2004,Role-Playing,505 Games,0.11,0.08,0,0.03,0.22,0
5340,Imagine: Boutique Owner,DS,2009,Simulation,Ubisoft,0.2,0,0,0.02,0.22,0
5341,Cursed Mountain,Wii,2009,Adventure,Deep Silver,0.09,0.1,0,0.02,0.22,0
5342,Code Name: S.T.E.A.M.,3DS,2015,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.22,0
5343,Order Up!,Wii,2008,Misc,Zoo Digital Publishing,0.19,0.01,0,0.02,0.22,0
5344,Mega Man 64,N64,2000,Action,Capcom,0.14,0.03,0.05,0,0.22,0
5345,Jumper: Griffin's Story,Wii PS2 X360,2008,Action,Eidos Interactive,0.16,0.03,0,0.02,0.22,1
5346,Sports Car GT,PS,1999,Racing,Electronic Arts,0.12,0.08,0,0.01,0.22,0
5347,Jackie Chan: Stuntmaster,PS,1999,Action,Sony Computer Entertainment,0.12,0.08,0,0.01,0.22,0
5348,Hatsune Miku: Project Mirai 2,3DS,2013,Action,Sega,0,0,0.22,0,0.22,0
5349,Pass the Pigs,DS,2008,Misc,THQ,0.2,0,0,0.02,0.22,0
5350,Samurai Jack: The Amulet of Time,GBA,2003,Platform,Zoo Digital Publishing,0.16,0.06,0,0,0.22,0
5351,Yoshi Touch & Go (JP sales),DS,2005,Platform,Nintendo,0,0,0.22,0,0.22,0
5352,Saltwater Sportfishing,PS,2001,Sports,Take-Two Interactive,0.12,0.08,0,0.01,0.22,0
5353,Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,1996,Sports,Imagineer,0,0,0.22,0,0.22,0
5354,J-League Winning Eleven 2008: Club Championship,PS2,2008,Sports,Konami Digital Entertainment,0,0,0.22,0,0.22,0
5355,Dragon Ball: Origins (JP & incomplete US sales),DS,2008,Adventure,Atari,0.04,0,0.17,0,0.22,0
5356,Momotarou Dentetsu 15,PS2,2005,Misc,Hudson Soft,0,0,0.22,0,0.22,0
5357,FaceBreaker K.O. Party,Wii,2008,Fighting,Electronic Arts,0.2,0.01,0,0.02,0.22,0
5358,King Arthur,PS2 XB GC,2004,Action,Konami Digital Entertainment,0.14,0.07,0,0.02,0.22,1
5359,Polaris SnoCross,PS N64,2000,Racing,Vatical Entertainment,0.14,0.07,0,0.01,0.22,1
5360,Yu-Gi-Oh! GX: Spirit Caller (American Sales),DS,2006,Misc,Konami Digital Entertainment,0.18,0.03,0,0.02,0.22,0
5361,Detana TwinBee Yahho! Deluxe Pack,SAT PS,1995,Shooter,Konami Digital Entertainment,0,0,0.21,0.01,0.22,1
5362,Sword Art Online: Infinity Moment,PSP,2013,Role-Playing,Namco Bandai Games,0,0,0.22,0,0.22,0
5363,EX Monopoly,GBA,2001,Misc,Takara,0.16,0.06,0,0,0.22,0
5364,64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,1997,Misc,Namco Bandai Games,0,0,0.22,0,0.22,0
5365,Assault,2600,1982,Action,Bomb,0.21,0.01,0,0,0.22,0
5366,Reactor,2600,1981,Action,Parker Bros.,0.21,0.01,0,0,0.22,0
5367,Destroy All Humans! Path of the Furon,X360 PS3,2008,Action,THQ,0.08,0.12,0,0.02,0.22,1
5368,Ys Seven,PSP,2009,Role-Playing,Falcom Corporation,0.14,0,0.08,0.01,0.22,0
5369,Gundam Battle Chronicle,PSP,2007,Action,Namco Bandai Games,0,0,0.22,0,0.22,0
5370,Danball Senki Boost,PSP,2011,Action,Level 5,0,0,0.22,0,0.22,0
5371,Kidz Bop Dance Party! The Video Game,Wii,2010,Misc,D3Publisher,0.21,0,0,0.01,0.22,0
5372,Time Crisis: Crisis Zone,PS2,2004,Shooter,Namco Bandai Games,0.11,0.09,0,0.03,0.22,0
5373,Indianapolis 500 Legends,Wii DS,2007,Racing,Destineer,0.2,0,0,0.02,0.22,1
5374,Shrek Smash n' Crash Racing,GC PSP,2006,Racing,Activision,0.18,0.03,0,0.01,0.22,1
5375,Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PS3,2011,Action,Namco Bandai Games,0,0,0.22,0,0.22,0
5376,Deadly Duck,2600,1981,Shooter,20th Century Fox Video Games,0.21,0.01,0,0,0.22,0
5377,Discovery Kids: Dolphin Discovery,DS,2008,Simulation,505 Games,0.21,0,0,0.01,0.22,0
5378,No More Heroes: Heroes' Paradise,PS3 X360,2010,Action,Konami Digital Entertainment,0.1,0.04,0.06,0.02,0.22,1
5379,Ultimate Board Game Collection,Wii PSP,2007,Misc,Xplosiv,0.2,0,0,0.02,0.22,1
5380,Fantasia: Music Evolved,XOne X360,2014,Misc,Disney Interactive Studios,0.16,0.04,0,0.02,0.22,1
5381,Legion: The Legend of Excalibur,PS2,2002,Action,Midway Games,0.11,0.09,0,0.03,0.22,0
5382,Moshi Monsters: Katsuma Unleashed,DS 3DS,2013,Action,Activision,0.03,0.17,0,0.02,0.22,1
5383,NHL 2K8,X360 PS3,2007,Sports,Take-Two Interactive,0.19,0.02,0,0.02,0.22,1
5384,Ninja Reflex,Wii DS,2008,Action,Electronic Arts,0.2,0.01,0,0.02,0.22,1
5385,Legend of Kay,PS4 DS WiiU PS2,2015,Action,Nordic Games,0.14,0.07,0,0.02,0.22,1
5386,Animal Planet: Vet Life,DS Wii,2009,Simulation,Activision,0.19,0,0,0.02,0.21,1
5387,Kuroko's Basketball: Miracle Game,PSP 3DS,2012,Sports,Namco Bandai Games,0,0,0.21,0,0.21,1
5388,Street Fighter Collection,SAT PS,1996,Fighting,Capcom,0,0,0.2,0.01,0.21,1
5389,Blades of Time,X360 PS3,2012,Action,Konami Digital Entertainment,0.11,0.06,0.01,0.02,0.21,1
5390,Black & Bruised,PS2 GC,2003,Fighting,Vivendi Games,0.12,0.07,0,0.02,0.21,1
5391,Around the World in 80 Days,DS GBA,2010,Action,PlayV,0.03,0.15,0,0.02,0.21,1
5392,Bratz Kidz,Wii DS,2008,Misc,Game Factory,0.19,0,0,0.01,0.21,1
5393,7 Wonders of the Ancient World,DS PSP,2007,Puzzle,Funsta,0.17,0.01,0,0.02,0.21,1
5394,Zoo Hospital,Wii DS,2008,Simulation,Majesco Entertainment,0.17,0.01,0,0.01,0.21,1
5395,Capcom vs. SNK 2 EO,GC XB,2002,Fighting,Capcom,0.17,0.04,0,0,0.21,1
5396,Blood Bowl,X360 PC,2009,Sports,Focus Home Interactive,0.14,0.05,0,0.02,0.21,1
5397,Scribblenauts Unmasked: A DC Comics Adventure,WiiU 3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,0.19,0,0,0.02,0.21,1
5398,Rock Band Country Track Pack 2,Wii PS3 X360,2011,Misc,MTV Games,0.2,0,0,0.02,0.21,1
5399,Frogger Beyond,GC XB,2002,Platform,Konami Digital Entertainment,0.16,0.05,0,0,0.21,1
5400,Metal Slug Anthology,Wii PSP PS2,2006,Shooter,Ignition Entertainment,0.14,0.01,0.03,0.02,0.21,1
5401,I'm A Celebrity: Get Me Out of Here!,Wii DS,2009,Misc,Mindscape,0,0.2,0,0.01,0.21,1
5402,Sengoku Basara 2 Heroes,PS2 Wii,2007,Action,Capcom,0,0,0.21,0,0.21,1
5403,Baroque,PS2 Wii,2007,Role-Playing,Rising Star Games,0.12,0.04,0.02,0.01,0.21,1
5404,Samurai Shodown Anthology,PS2 Wii,2008,Fighting,Ignition Entertainment,0.13,0.06,0,0.02,0.21,1
5405,Cabela's Big Game Hunter: Ultimate Challenge,PS,2001,Sports,Activision Value,0.12,0.08,0,0.01,0.21,0
5406,Tony Hawk's Motion,DS,2008,Sports,Activision,0.19,0,0,0.02,0.21,0
5407,Bugs Bunny & Taz: Time Busters,PS,2000,Adventure,Infogrames,0.11,0.08,0,0.01,0.21,0
5408,Kung Fu Rider,PS3,2010,Action,Sony Computer Entertainment,0.06,0.1,0.01,0.04,0.21,0
5409,Pandemonium!,PS,1996,Platform,BMG Interactive Entertainment,0.12,0.08,0,0.01,0.21,0
5410,Rollcage,PS,1999,Racing,Psygnosis,0.12,0.08,0,0.01,0.21,0
5411,Yarudora Series Vol. 2: Kisetsu wo Dakishimete,PS,1998,Adventure,Sony Computer Entertainment,0,0,0.19,0.01,0.21,0
5412,StokEd,X360,2009,Sports,Zushi Games,0.18,0.01,0,0.01,0.21,0
5413,Power Rangers: Wild Force,GBA,2002,Action,THQ,0.15,0.05,0,0,0.21,0
5414,Biohazard: Revival Selection,PS3 X360,2011,Action,Capcom,0,0,0.21,0,0.21,1
5415,SingStar: Back to the 80s,PS3,2011,Misc,Sony Computer Entertainment,0,0.16,0,0.05,0.21,0
5416,J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,PSP,2011,Sports,Sega,0,0,0.21,0,0.21,0
5417,Little Battlers eXperience: Baku Boost,3DS,2012,Action,Nintendo,0,0,0.21,0,0.21,0
5418,Afrika,PS3,2008,Adventure,Unknown,0.12,0,0.08,0.01,0.21,0
5419,Super Robot Taisen K,DS,2009,Strategy,Namco Bandai Games,0,0,0.21,0,0.21,0
5420,Mortal Kombat: Special Forces,PS,2000,Fighting,Midway Games,0.12,0.08,0,0.01,0.21,0
5421,BeyBlade VForce: Super Tournament Battle,GC,2002,Action,Atari,0.16,0.04,0,0.01,0.21,0
5422,Dragon Ball Z: Harukanaru Densetsu,DS,2007,Role-Playing,Namco Bandai Games,0.19,0,0,0.02,0.21,0
5423,Gallop Racer 2003: A New Breed,PS2,2002,Sports,Zoo Digital Publishing,0.04,0.03,0.12,0.01,0.21,0
5424,I Spy: Castle,DS,2011,Puzzle,Scholastic Inc.,0.19,0,0,0.01,0.21,0
5425,Shin Megami Tensei: Persona 3 (jp sales),PS2,2006,Role-Playing,Tecmo Koei,0,0,0.21,0,0.21,0
5426,Final Fight One,GBA,2001,Fighting,Ubisoft,0.09,0.03,0.08,0,0.21,0
5427,187: Ride or Die,PS2 XB,2005,Racing,Ubisoft,0.12,0.07,0,0.02,0.21,1
5428,Summer Athletics: The Ultimate Challenge,PS2 X360,2008,Sports,DTP Entertainment,0.02,0.01,0,0.18,0.21,1
5429,Cruis'n Exotica,N64,2000,Racing,Midway Games,0.17,0.04,0,0,0.21,0
5430,F1 2001,PS2 XB,2001,Racing,Electronic Arts,0.12,0.07,0,0.02,0.21,1
5431,Heisei Kyouiku linkai DS,DS,2006,Misc,Namco Bandai Games,0,0,0.21,0,0.21,0
5432,Barbie Fashion Show: An Eye for Style,DS,2008,Misc,Activision,0.19,0,0,0.02,0.21,0
5433,Toukiden 2,PSV PS4 PS3,2016,Action,Tecmo Koei,0,0,0.21,0,0.21,1
5434,uDraw Studio: Instant Artist,Wii X360,2011,Misc,THQ,0.09,0.1,0,0.02,0.21,1
5435,RealSports Baseball,2600,1981,Sports,Atari,0.2,0.01,0,0,0.21,0
5436,Psychonauts,XB PS2,2005,Platform,THQ,0.14,0.07,0,0.01,0.21,1
5437,MVP Baseball,PSP,2005,Sports,Electronic Arts,0.2,0,0,0.02,0.21,0
5438,Vampire Rain,X360,2007,Action,Microsoft Game Studios,0.18,0,0.01,0.01,0.21,0
5439,Famicom Mini: Ganbare Goemon! Karakuri Douchuu,GBA,2004,Platform,Konami Digital Entertainment,0,0,0.2,0.01,0.21,0
5440,PoPoLoCrois Monogatari II,PS,2000,Role-Playing,Sony Computer Entertainment,0,0,0.2,0.01,0.21,0
5441,Now! That's What I Call Music: Dance & Sing,Wii,2011,Misc,Unknown,0,0.18,0,0.04,0.21,0
5442,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,DS,2011,Strategy,Konami Digital Entertainment,0.1,0.03,0.07,0.01,0.21,0
5443,Quake III: Revolution,PS2,2001,Shooter,Electronic Arts,0.1,0.08,0,0.03,0.21,0
5444,Threads of Fate,PS,1999,Role-Playing,SquareSoft,0.12,0.08,0,0.01,0.21,0
5445,Naruto: Clash of Ninja (JP sales),GC,2003,Fighting,Tomy Corporation,0,0,0.21,0.01,0.21,0
5446,NO??L: NOT DiGITAL,PS,1996,Adventure,Pioneer LDC,0,0,0.2,0.01,0.21,0
5447,Jaws: Ultimate Predator,3DS Wii,2011,Action,Majesco Entertainment,0.2,0,0,0.02,0.21,1
5448,Dragon Ball Z Hyper Dimension,SNES,1995,Fighting,Namco Bandai Games,0,0,0.21,0,0.21,0
5449,Senran Kagura 2: Deep Crimson,3DS,2014,Action,Marvelous Entertainment,0.09,0.03,0.08,0.01,0.21,0
5450,HBO Boxing,PS,2000,Fighting,Acclaim Entertainment,0.12,0.08,0,0.01,0.21,0
5451,Angel Blade: Neo Tokyo Guardians,PS,1997,Role-Playing,On Demand,0.12,0.08,0,0.01,0.21,0
5452,Deus Ex: The Conspiracy,PS2,2002,Action,Eidos Interactive,0.1,0.08,0,0.03,0.21,0
5453,Prince of Persia: Revelations,PSP,2005,Adventure,Ubisoft,0.18,0.01,0,0.02,0.21,0
5454,Front Mission 5: Scars of the War,PS2,2005,Strategy,Square Enix,0,0,0.21,0,0.21,0
5455,Maximo vs Army of Zin,PS2,2003,Platform,Capcom,0.1,0.08,0,0.03,0.21,0
5456,Gundam Breaker 3,PSV PS4,2016,Action,Namco Bandai Games,0,0,0.21,0,0.21,1
5457,Bastard!! Utsuro Naru Kamigami no Utsuwa,PS,1996,Role-Playing,Seta Corporation,0,0,0.2,0.01,0.21,0
5458,The Fairly OddParents: Breakin' Da Rules,GC,2003,Platform,THQ,0.16,0.04,0,0.01,0.21,0
5459,Namco Museum Megamix,Wii,2010,Misc,Namco Bandai Games,0.2,0,0,0.01,0.21,0
5460,Wedding Dash,DS,2009,Action,Zoo Games,0.2,0,0,0.01,0.21,0
5461,Hot Shots Tennis: Get a Grip,PSP,2010,Sports,Sony Computer Entertainment,0.06,0,0.13,0.01,0.21,0
5462,Summoner 2,PS2,2002,Role-Playing,THQ,0.1,0.08,0,0.03,0.21,0
5463,The Land Before Time: Big Water Adventure,PS,2002,Platform,TDK Mediactive,0.12,0.08,0,0.01,0.21,0
5464,Heroes of Ruin,3DS,2012,Role-Playing,Nintendo,0.13,0.07,0,0.02,0.21,0
5465,Obscure: The Aftermath,Wii PSP,2008,Action,Playlogic Game Factory,0.17,0.03,0,0.03,0.21,1
5466,ClayFighter 63 1/3,N64,1997,Fighting,Interplay,0.17,0.04,0,0,0.21,0
5467,Neo Contra,PS2,2004,Shooter,Konami Digital Entertainment,0.1,0.08,0,0.03,0.21,0
5468,Yoga Wii,Wii,2009,Sports,JoWood Productions,0.15,0.05,0,0.02,0.21,0
5469,Magician's Quest: Town of Magic,3DS,2012,Simulation,Konami Digital Entertainment,0,0,0.21,0,0.21,0
5470,Pro Yakyuu Greatest Nine '97,SAT,1997,Sports,Sega,0,0,0.21,0,0.21,0
5471,Solatorobo: Red the Hunter,DS,2010,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,0.21,0
5472,JSRF: Jet Set Radio Future,XB,2002,Action,Sega,0.13,0.04,0.03,0.01,0.21,0
5473,WCW Backstage Assault,PS,1999,Action,Electronic Arts,0.12,0.08,0,0.01,0.21,0
5474,Shrek: Reekin' Havoc,GBA,2003,Platform,TDK Mediactive,0.15,0.06,0,0,0.21,0
5475,Wild Wild Racing,PS2,2000,Racing,Interplay,0.1,0.08,0,0.03,0.21,0
5476,We Sing Robbie Williams,Wii,2010,Misc,Nordic Games,0,0.19,0,0.03,0.21,0
5477,EVE: burst error,SAT,1997,Adventure,Imagineer,0,0,0.21,0,0.21,0
5478,Disaster Report,PS2,2002,Action,Agetec,0.03,0.02,0.15,0.01,0.21,0
5479,J-League Winning Eleven 10 + Europa League 06-07,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.21,0,0.21,0
5480,Dorabase DS: Dramatic Stadium,DS,2007,Sports,Namco Bandai Games,0,0,0.21,0,0.21,0
5481,Just Dance: Greatest Hits,Wii,2012,Misc,Ubisoft,0.15,0.04,0,0.02,0.21,0
5482,Final Fantasy Fables: Chocobo's Dungeon,Wii,2007,Role-Playing,Square Enix,0.09,0,0.11,0.01,0.21,0
5483,Robotech: The Macross Saga,GBA,2002,Shooter,TDK Mediactive,0.15,0.06,0,0,0.21,0
5484,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,2010,Action,Namco Bandai Games,0,0,0.21,0,0.21,0
5485,Conflict Zone,PS2,2002,Strategy,Ubisoft,0.1,0.08,0,0.03,0.21,0
5486,NBA,PSP,2005,Sports,Sony Computer Entertainment,0.2,0,0,0.02,0.21,0
5487,Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing,Nippon Ichi Software,0.09,0,0.1,0.01,0.21,0
5488,Rumble Racing,PS2,2001,Racing,Electronic Arts,0.1,0.08,0,0.03,0.21,0
5489,Unreal II: The Awakening,XB,2004,Shooter,Atari,0.17,0.04,0,0.01,0.21,0
5490,Tenchu: Return From Darkness,XB,2004,Action,Activision,0.16,0.05,0,0.01,0.21,0
5491,Coraline,PS2 Wii DS,2009,Action,D3Publisher,0.15,0.04,0,0.01,0.21,1
5492,Tales of Phantasia: Narikiri Dungeon X,PSP,2010,Role-Playing,Namco Bandai Games,0,0,0.21,0,0.21,0
5493,NHL 2K7,PS3 X360,2006,Sports,Take-Two Interactive,0.18,0,0,0.02,0.2,1
5494,FlatOut 2,PS2 XB,2006,Racing,Empire Interactive,0.11,0.07,0,0.02,0.2,1
5495,Margot's Word Brain,Wii DS,2008,Puzzle,Zoo Digital Publishing,0.19,0,0,0.02,0.2,1
5496,Fatal Frame,PS2 XB,2001,Action,Wanadoo,0.11,0.07,0,0.02,0.2,1
5497,Fast Food Panic,DS Wii,2010,Simulation,Nobilis,0.19,0,0,0.01,0.2,1
5498,Pirates: The Legend of Black Kat,PS2 XB,2002,Adventure,Electronic Arts,0.12,0.06,0,0.02,0.2,1
5499,Ken to Mahou to Gakuen Mono. 3,PSP PS3,2010,Role-Playing,Acquire,0,0,0.2,0,0.2,1
5500,Ar Nosurge: Ode to an Unborn Star,PS3 PSV,2014,Role-Playing,Tecmo Koei,0.05,0.04,0.1,0.02,0.2,1
5501,Countdown: The Game,DS Wii,2009,Puzzle,Mindscape,0,0.19,0,0.01,0.2,1
5502,Salt Lake 2002,PS2 GBA,2002,Sports,Eidos Interactive,0.11,0.07,0,0.02,0.2,1
5503,Army Men: Green Rogue,PS2 PS,2001,Action,3DO,0.1,0.07,0,0.02,0.2,1
5504,My Fitness Coach: Club,PS3 Wii,2011,Sports,Ubisoft,0,0.15,0,0.05,0.2,1
5505,MX World Tour Featuring Jamie Little,PS2 XB,2005,Racing,Play It,0.11,0.08,0,0.02,0.2,1
5506,The Guy Game,PS2 XB,2004,Misc,Gathering of Developers,0.12,0.07,0,0.02,0.2,1
5507,Assassin's Creed Chronicles,PSV PS4,2016,Action,Ubisoft,0.03,0.11,0.02,0.03,0.2,1
5508,Yoru no Nai Kuni,PS4 PSV PS3,2015,Role-Playing,Tecmo Koei,0,0,0.2,0,0.2,1
5509,Lord of Apocalypse,PSV PSP,2011,Role-Playing,Square Enix,0,0,0.2,0,0.2,1
5510,Soccer Tsuku: Pro Soccer Club o Tsukurou!,PS3 PSV,2013,Sports,Sega,0,0,0.2,0,0.2,1
5511,Piglet's Big Game,PS2 GC GBA,2003,Platform,Gotham Games,0.13,0.06,0,0.01,0.2,1
5512,Big League Sports: Summer,DS Wii,2009,Sports,Activision,0.19,0,0,0.02,0.2,1
5513,Samurai Warriors 4: Empires,PS4 PS3 PSV,2015,Action,Tecmo Koei,0.02,0.01,0.16,0.01,0.2,1
5514,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP PS3,2011,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2,1
5515,The Bachelor: The Videogame,Wii DS,2010,Misc,Warner Bros. Interactive Entertainment,0.18,0,0,0.02,0.2,1
5516,Family Guy,PSP,2006,Action,Take-Two Interactive,0.18,0,0,0.02,0.2,0
5517,Snowboard Kids,N64,1996,Sports,Atlus,0.16,0.04,0,0,0.2,0
5518,The Cheetah Girls: Passport to Stardom,DS,2008,Misc,Disney Interactive Studios,0.18,0,0,0.01,0.2,0
5519,We Wish You A Merry Christmas,Wii,2009,Action,Destineer,0.14,0.04,0,0.02,0.2,0
5520,Wing Arms,SAT,1994,Shooter,Sega,0,0,0.2,0,0.2,0
5521,Untold Legends: Dark Kingdom,PS3,2006,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2,0
5522,Treasure Hunter G,SNES,1996,Role-Playing,SquareSoft,0,0,0.2,0,0.2,0
5523,Total War: Shogun 2 - Fall of the Samurai,PC,2012,Strategy,Sega,0.07,0.1,0,0.03,0.2,0
5524,Nobunaga no Yabou: Reppuuden,PS,1999,Strategy,Tecmo Koei,0,0,0.19,0.01,0.2,0
5525,Jissen Pachi-Slot Hisshouhou! Aladdin A,PS2,2002,Misc,Sammy Corporation,0,0,0.2,0,0.2,0
5526,The Con,PSP,2005,Fighting,Sony Computer Entertainment,0.18,0,0,0.02,0.2,0
5527,Code of Princess,3DS,2012,Action,Agatsuma Entertainment,0.16,0,0.03,0.01,0.2,0
5528,Magical ZhuZhu Princess: Carriages & Castles,DS,2011,Simulation,Activision,0.14,0.04,0,0.02,0.2,0
5529,Shining Hearts,PSP,2010,Role-Playing,Sega,0,0,0.2,0,0.2,0
5530,IHRA Drag Racing 2004,XB,2003,Racing,Bethesda Softworks,0.15,0.04,0,0.01,0.2,0
5531,Super Robot Taisen 64,N64,1999,Strategy,Banpresto,0,0,0.2,0,0.2,0
5532,San Francisco Rush 2049,N64,2000,Racing,Midway Games,0.16,0.04,0,0,0.2,0
5533,Body Harvest,N64,1998,Shooter,Gremlin Interactive Ltd,0.16,0.04,0,0,0.2,0
5534,Disney's Tarzan,N64,2000,Platform,Activision,0.16,0.04,0,0,0.2,0
5535,Twisted Edge Extreme Snowboarding,N64,1998,Sports,Kemco,0.16,0.04,0,0,0.2,0
5536,Magical Tetris Challenge,N64,1997,Puzzle,Activision,0.13,0.02,0.05,0,0.2,0
5537,Roadsters 99,N64,1999,Racing,Titus,0.06,0.13,0,0.01,0.2,0
5538,NCAA Final Four 2004,PS2,2003,Sports,Sony Computer Entertainment,0.1,0.08,0,0.03,0.2,0
5539,Mahjongg Mysteries: Ancient Egypt,DS,2010,Puzzle,Avanquest,0.07,0.11,0,0.02,0.2,0
5540,Speed Punks,PS,1998,Racing,Sony Computer Entertainment,0.11,0.08,0,0.01,0.2,0
5541,MDK,PS,1997,Shooter,Interplay,0.11,0.08,0,0.01,0.2,0
5542,Body and Brain Connection,X360,2010,Misc,Namco Bandai Games,0.1,0.08,0,0.02,0.2,0
5543,Treasure World,DS,2009,Simulation,Aspyr,0.19,0,0,0.01,0.2,0
5544,Namco Museum Vol.4,PS,1996,Misc,Sony Computer Entertainment,0.02,0.01,0.16,0.01,0.2,0
5545,My Secret World by Imagine,DS,2008,Misc,Ubisoft,0,0.2,0,0,0.2,0
5546,Ridge Racer 6,X360,2005,Racing,Namco Bandai Games,0.1,0.02,0.07,0.01,0.2,0
5547,Bleach: The 3rd Phantom,DS,2008,Role-Playing,Sega,0.1,0.02,0.07,0.01,0.2,0
5548,Dexter's Lab Chess Challenge,GBA,2002,Misc,BAM! Entertainment,0.14,0.05,0,0,0.2,0
5549,Mana Khemia 2: Fall of Alchemy,PS2,2008,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.2,0
5550,Demon Gaze,PSV,2013,Role-Playing,Nippon Ichi Software,0.06,0.03,0.08,0.02,0.2,0
5551,Shutter Island,PC,2009,Adventure,Merscom LLC,0,0.17,0,0.03,0.2,0
5552,Beyblade: Metal Fusion - Battle Fortress,Wii,2009,Action,Konami Digital Entertainment,0.15,0,0.03,0.01,0.2,0
5553,Aikatsu! Cinderella Lesson,3DS,2012,Role-Playing,Namco Bandai Games,0,0,0.2,0,0.2,0
5554,UFC: Tapout,XB,2002,Fighting,Crave Entertainment,0.14,0.05,0,0.01,0.2,0
5555,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,DS,2006,Misc,Shogakukan,0,0,0.2,0,0.2,0
5556,Call of Juarez,X360 PC,2007,Shooter,Ubisoft,0.14,0.03,0,0.01,0.2,1
5557,101-in-1 Explosive Megamix,DS,2008,Puzzle,Nordcurrent,0.05,0.13,0,0.02,0.2,0
